; BALFIT Input File for 3x3 Tunnel Calibration
; I am a fish
; I am a shoe
;; DATA ORIGIN = 3x3 Tunnel

; header variables
FILE_TYPE,DATA_FOR_ITERATIVE_REGRESSION_ANALYSIS
BALANCE_NAME,StudentTunnel
DESCRIPTION,Data2017

; load and gage output symbols
,,,,N1,N2,S1,S2,RM,AF,rN1,rN2,rS1,rS2,rRM,rAF
,P-0139,24,A,0.0,0.0,26.598965343445286,0.0,13.838408425918386,0.0,-1.0284850387422,-1.3014687544416002,0.45356430553199995,0.2417595940128,2.1977291590451995,1.6389082085568
,P-0140,24,A,0.0,0.0,50.649390446197195,0.0,28.671952739963167,0.0,-1.304142013611,-1.5897738650750002,0.46300154280379985,1.0770749429504,4.3002981995094,4.102309379904001
,P-0141,24,A,0.0,0.0,28.190388708429037,0.0,13.70607745611127,0.0,-1.0257062391692997,-1.29586951674,0.4518016009922999,0.30233733272159996,2.1378481341030002,1.5796766151455999
,P-0142,24,A,0.0,0.0,-0.13852291085590474,0.0,-0.0024983187554521724,0.0,-0.771080820462,-1.0325611570818,0.4389663493643999,-0.6823652313,0.0827119081602,-0.8173348032000001
,P-0143,25,A,0.0,0.0,0.0,0.0,-0.0,0.0,-0.7728748553853,-1.0378546328679,0.4446791875772999,-0.6807005050368,-0.028043170481700002,-0.9545931371904001
,P-0144,25,A,0.0,0.0,24.7404190235753,0.0,-15.123943373863524,0.0,-1.0246001765418,-1.319166241596,0.42951736734659995,0.13425049791840002,-2.4014835743778002,-3.8170324440000005
,P-0145,25,A,0.0,0.0,52.388028838179864,0.0,-28.52262442974217,0.0,-1.2436289270478,-1.5650388330696,0.4243034870802,1.054722789384,-4.466173645791,-6.3270542104704015
,P-0146,25,A,0.0,0.0,25.844581136944747,0.0,-16.983770565615,0.0,-1.0564980836723998,-1.3500493482054001,0.42703656399689993,0.1678369265388,-2.6852584650309,-4.1729054839392
,P-0147,25,A,0.0,0.0,0.08173503770314205,0.0,0.04045047755161385,0.0,-0.7717194525717,-1.0359100478711998,0.4437171140259,-0.6776193943404001,-0.0288196370649,-0.9605939133312
,P-0148,26,A,0.0,0.0,0.0,0.0,0.0,0.0,-0.7702584482538,-1.0313665893924,0.4647807406631999,-0.7125356744604001,0.0735402408246,-0.8340188177472
,P-0149,26,A,0.0,0.0,0.0,26.02027677139762,17.42439531278957,0.0,-1.1097438267689999,-1.323379507599,1.4998502075933997,-0.7507164671712001,2.648836558665,1.9907567991552
,P-0150,26,A,0.0,0.0,0.0,51.002912034409555,28.899901490903364,0.0,-1.3338221254343998,-1.5136840611336002,2.4750756448002003,-0.7856201044344,4.292035270558199,3.7377919021824
,P-0151,26,A,0.0,0.0,0.0,25.73642435908993,14.825733418590676,0.0,-1.0606045250735998,-1.2748767376398,1.4916167889012,-0.7537135842348001,2.2580369116272,1.5499454563680002
,P-0152,26,A,0.0,0.0,0.0,-0.07194829300108352,0.08920801671997672,0.0,-0.7730119382876999,-1.0329123296253002,0.4654704464006999,-0.7127796887496002,0.0866469584871,-0.8118978108672
,P-0153,27,A,0.0,0.0,0.0,0.0,-0.0,0.0,-0.7742385923724,-1.0346167746396,0.46506801595799996,-0.7135982913744001,-0.021021527815200003,-0.9408717761664
,P-0154,27,A,0.0,0.0,0.0,27.065634854041175,-15.377166103596005,0.0,-1.0293746287932,-1.2884335621614,1.5191882329533,-0.8325024998088,-2.268316158273,-3.8554019451168
,P-0155,27,A,0.0,0.0,0.0,54.497944681820165,-30.306307675734228,0.0,-1.2508638599952,-1.5379036139781002,2.5721038593158996,-0.9247880494884,-4.1910239773512,-6.373645141699201
,P-0156,27,A,0.0,0.0,0.0,27.02106696910076,-14.964352098536395,0.0,-1.0165708996884,-1.2810989769768,1.5271785085751999,-0.831990133284,-2.1712824553068004,-3.733643384736
,P-0157,27,A,0.0,0.0,0.0,0.1898441001516793,0.14091068434137832,0.0,-0.7722486723492,-1.0331552317895998,0.47606915558669993,-0.7144762188612,-0.0173500198443,-0.9393248206079999
,P-0158,28,A,0.0,0.0,-0.0,0.0,0.0,0.0,-0.7716623674878001,-1.0301344327875,0.43797873546179994,-0.7411717987596,0.0535333084407,-0.8776355659487999
,P-0159,28,A,0.0,0.0,-29.68598875273519,0.0,14.890842978651738,0.0,-1.0849451022351,-1.2182095211475004,0.4134015577652999,-1.7466778170564001,1.6449240987530998,0.9691793861088002
,P-0160,28,A,0.0,0.0,-49.8046985300375,0.0,30.078875638084394,0.0,-1.3894713684816,-1.4194857263822003,0.3996594090449999,-2.4255491952416004,3.4259497026876002,3.0469475975424
,P-0161,28,A,0.0,0.0,-24.22185913041248,0.0,14.259721787695065,0.0,-1.0713224202437999,-1.2144890170726,0.4142235796919999,-1.5558741201192,1.6900305977213999,1.038518004896
,P-0162,28,A,0.0,0.0,0.013339345665600466,0.0,0.011207241722399952,0.0,-0.7727751554769001,-1.0302940314789,0.43857956864669995,-0.7419578643576001,0.0588325838067,-0.8671733007648001
,P-0163,29,A,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.7727555517633,-1.0368768025971,0.44233915126829987,-0.7382264870088001,-0.014887588419,-0.9434425784928001
,P-0164,29,A,0.0,0.0,-30.435243720767613,0.0,-15.314767969487253,0.0,-1.048101952653,-1.3117319407509,0.38815778226809994,-1.8127440219732003,-2.2703840181594,-3.6621199994208005
,P-0165,29,A,0.0,0.0,-51.156670384360865,0.0,-27.773759525254437,0.0,-1.2683295614673,-1.5466116024867,0.35909974848149995,-2.5592325784116,-4.024518783981301,-5.791516936512
,P-0166,29,A,0.0,0.0,-24.0748165005349,0.0,-15.059102781244547,0.0,-1.0454029452026998,-1.3097702999513998,0.3931534874826,-1.5986060551596002,-2.2702284941985,-3.6688553122176004
,P-0167,29,A,0.0,0.0,-0.03102761527517367,0.0,0.0021383706552292603,0.0,-0.7738365284343001,-1.0368136478556,0.4427738738006999,-0.7395528603816001,-0.0183454911981,-0.9476508832032
,P-0168,30,A,0.0,0.0,0.0,-0.0,0.0,0.0,-0.7729944004764,-1.0341992382176999,0.4128625991216999,-0.7137553614348001,0.0542547422307,-0.8644473685152
,P-0169,30,A,0.0,0.0,0.0,-25.429142419863233,14.142807643368547,0.0,-1.0348641992369998,-1.3185755935432002,-0.520384376434,-0.6925833002288,2.0665493600795997,1.6505092431488004
,P-0170,30,A,0.0,0.0,0.0,-49.447247496283225,29.990824402975676,0.0,-1.2982987416144,-1.6237308123262,-1.4116943069631998,-0.6800193823032001,4.1353738699086,4.2185401985408
,P-0171,30,A,0.0,0.0,0.0,-27.105052992334834,16.08317890130852,0.0,-1.056960649035,-1.3527599514984,-0.5948741938464,-0.6899409312360001,2.317719904335,1.9621384609536001
,P-0172,30,A,0.0,0.0,0.0,-0.06436057432998779,0.03786609210526315,0.0,-0.771775714872,-1.0335457542513,0.40828674472949994,-0.7131513386688001,0.0802108572309,-0.8393198959968
,P-0173,31,A,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.7757256395799,-1.0363189938180002,0.41448976810019994,-0.7145999650692001,-0.023264364449700002,-0.9482562268512
,P-0174,31,A,0.0,0.0,0.0,-25.182268356088006,-15.967243889042356,0.0,-1.0742440949964,-1.3468928804826001,-0.523323901542,-0.7754368465776,-2.4813932104764005,-3.7563509305536
,P-0175,31,A,0.0,0.0,0.0,-52.77300820827727,-29.89678357174082,0.0,-1.3463338021343998,-1.6157437860702,-1.5351350869997995,-0.8287728928176,-4.5661548691638,-6.124939467072001
,P-0176,31,A,0.0,0.0,0.0,-25.917091817833896,-15.516986104003099,0.0,-1.0700525759823,-1.3386979873749,-0.556160154537,-0.7706344207632,-2.4168530910249,-3.6909729228096
,P-0177,31,A,0.0,0.0,0.0,0.018628843956104563,0.052365908670156,0.0,-0.7735807768842001,-1.035633096675,0.41255086554239995,-0.7142832945888001,-0.0159693099984,-0.9481372584576
